customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1267-TDNF,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),95.12,92.68,No
1268-UKAI,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,118.61,3401.7,Yes
1269-VRNL,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.26,917.23,No
1270-WYAO,Female,0,No,No,56,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),18.25,1112.53,No
1271-XFNR,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),101.69,1145.89,No
1272-YMAU,Female,0,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.47,537.49,No
1273-ZTNX,Male,1,Yes,No,71,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),79.28,5459.52,No
1274-AAAA,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.5,485.32,Yes
1275-BHND,Male,1,Yes,No,64,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),21.9,1385.76,Yes
1276-COAG,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.42,1901.22,No
1277-DVNJ,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,96.47,97.8,Yes
1278-ECAM,Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,56.4,3395.85,No
1279-FJNP,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.95,1413.51,No
1280-GQAS,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,118.75,132.86,No
1281-HXNV,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),118.75,134.66,No
1282-IEAY,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,1286.34,No
1283-JLNB,Male,0,Yes,No,53,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.94,4033.77,No
1284-KSAE,Male,1,Yes,No,68,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),56.07,3438.81,No
1285-LZNH,Female,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,79.45,224.87,No
1286-MGAK,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,127.96,Yes
1287-NNNN,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,53.93,1406.5,No
1288-OUAQ,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,118.75,980.68,No
1289-PBNT,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),59.49,706.0,Yes
1290-QIAW,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),94.81,6631.5,Yes
1291-RPNZ,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.31,1828.92,Yes
1292-SWAC,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.7,1310.56,Yes
1293-TDNF,Female,1,Yes,No,20,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.22,1695.92,Yes
1294-UKAI,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.11,627.88,Yes
1295-VRNL,Male,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.56,940.75,No
1296-WYAO,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,70.92,1854.42,No
1297-XFNR,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),44.06,561.98,No
1298-YMAU,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,82.4,4754.67,No
1299-ZTNX,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),48.89,502.43,No
1300-AAAA,Male,0,Yes,No,67,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,70.39,4449.44,No
1301-BHND,Female,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,65.52,310.32,Yes
1302-COAG,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,54.93,2515.44,No
1303-DVNJ,Female,0,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,103.83,4498.5,Yes
1304-ECAM,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.47,698.29,Yes
1305-FJNP,Female,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,542.61,Yes
1306-GQAS,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,98.96,271.43,No
1307-HXNV,Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.18,4330.69,No
1308-IEAY,Male,0,No,No,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),50.26,115.35,No
1309-JLNB,Female,1,Yes,No,65,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,38.99,2785.06,No
1310-KSAE,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,106.2,5929.95,Yes
1311-LZNH,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,42.77,1617.47,No
1312-MGAK,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,92.67,3247.84,Yes
1313-NNNN,Female,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.81,103.32,No
1314-OUAQ,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,86.4,6383.02,No
1315-PBNT,Female,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,71.83,2450.5,Yes
1316-QIAW,Female,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.61,911.22,Yes
1317-RPNZ,Female,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.29,1434.09,No
1318-SWAC,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.95,249.55,No
1319-TDNF,Male,0,Yes,No,67,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.8,6637.68,No
1320-UKAI,Male,0,No,No,63,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),55.52,3009.08,No
1321-VRNL,Male,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,90.14,4530.16,No
1322-WYAO,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,100.34,4007.08,Yes
1323-XFNR,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.32,5919.99,Yes
1324-YMAU,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.92,463.7,Yes
1325-ZTNX,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),118.75,1408.57,No
1326-AAAA,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,1322.68,No
1327-BHND,Female,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),101.23,6254.81,No
1328-COAG,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.68,2888.03,No
1329-DVNJ,Male,0,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.51,723.96,Yes
1330-ECAM,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),36.22,1931.71,No
1331-FJNP,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.5,46.97,Yes
1332-GQAS,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),58.02,436.4,No
1333-HXNV,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,56.53,3908.03,No
1334-IEAY,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.23,5172.13,No
1335-JLNB,Female,0,No,No,45,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,97.2,4638.2,No
1336-KSAE,Male,0,Yes,Yes,15,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),65.62,883.04,No
1337-LZNH,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.55,1043.0,No
1338-MGAK,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),40.7,2532.14,No
1339-NNNN,Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),39.64,2298.78,Yes
1340-OUAQ,Male,1,No,No,66,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,50.67,3327.3,No
1341-PBNT,Male,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.96,115.2,No
1342-QIAW,Female,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,101.88,6839.62,No
1343-RPNZ,Female,1,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.81,681.32,Yes
1344-SWAC,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,85.73,410.51,No
1345-TDNF,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.29,764.4,No
1346-UKAI,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.97,983.81,No
1347-VRNL,Male,0,No,Yes,21,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,18.25,350.86,No
1348-WYAO,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),91.38,2935.65,Yes
1349-XFNR,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.73,59.07,Yes
1350-YMAU,Female,0,No,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,85.87,2939.0,Yes
1351-ZTNX,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.87,1686.53,No
1352-AAAA,Male,0,No,No,49,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),59.5,3105.64,No
1353-BHND,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,68.15,202.49,No
1354-COAG,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,444.48,Yes
1355-DVNJ,Female,1,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.74,2368.2,No
1356-ECAM,Female,1,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,108.9,5695.16,No
1357-FJNP,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,118.75,443.22,Yes
1358-GQAS,Male,1,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.69,185.31,Yes
1359-HXNV,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.34,125.47,No
1360-IEAY,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.2,85.2,Yes
1361-JLNB,Male,0,Yes,No,46,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,47.39,1955.68,Yes
1362-KSAE,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,20.88,Yes
1363-LZNH,Female,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,60.03,228.19,Yes
1364-MGAK,Female,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.02,1675.43,No
1365-NNNN,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),27.71,981.05,Yes
1366-OUAQ,Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.79,1002.86,Yes
1367-PBNT,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.96,42.91,No
1368-QIAW,Male,1,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,63.11,506.92,No
1369-RPNZ,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),109.04,675.13,No
1370-SWAC,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,31.35,203.7,No
1371-TDNF,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.2,131.01,Yes
1372-UKAI,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,89.95,161.48,Yes
1373-VRNL,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.15,40.06,No
1374-WYAO,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),44.23,94.63,No
1375-XFNR,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,118.75,126.66,No
1376-YMAU,Male,0,Yes,No,50,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.24,4766.9,No
1377-ZTNX,Female,0,Yes,No,6,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.19,502.65,Yes
1378-AAAA,Male,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,72.92,83.7,No
1379-BHND,Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.26,3962.86,No
1380-COAG,Male,0,No,No,29,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,67.68,1724.56,No
1381-DVNJ,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,116.5,4815.19,No
1382-ECAM,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),118.75,1297.91,Yes
1383-FJNP,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.38,1129.04,No
1384-GQAS,Female,1,Yes,No,19,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),82.98,1480.22,No
1385-HXNV,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.33,590.18,Yes
1386-IEAY,Female,0,No,No,7,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,72.84,492.76,No
1387-JLNB,Male,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),45.56,117.27,No
1388-KSAE,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,69.92,138.11,Yes
1389-LZNH,Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,77.5,677.25,No
1390-MGAK,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.5,1392.11,No
1391-NNNN,Male,1,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),67.53,970.22,No
1392-OUAQ,Male,0,No,Yes,62,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,89.2,4905.26,No
1393-PBNT,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.5,1359.18,No
1394-QIAW,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,35.71,2091.05,Yes
1395-RPNZ,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.4,2628.02,Yes
1396-SWAC,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.35,64.71,No
1397-TDNF,Male,0,No,No,1,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,83.58,95.52,Yes
1398-UKAI,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,34.29,37.95,No
1399-VRNL,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.75,2813.59,Yes
1400-WYAO,Male,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.34,339.77,Yes
1401-XFNR,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.36,28.39,Yes
1402-YMAU,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,39.62,2615.21,No
1403-ZTNX,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.62,1295.97,No
1404-AAAA,Female,1,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,110.43,5129.12,Yes
1405-BHND,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,79.98,5139.49,No
1406-COAG,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.49,201.49,No
1407-DVNJ,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.83,4356.4,Yes
1408-ECAM,Female,0,Yes,No,55,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.55,3049.05,No
1409-FJNP,Female,0,No,No,60,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,75.19,5170.25,No
1410-GQAS,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,102.64,5679.78,No
1411-HXNV,Male,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,15.53,Yes
1412-IEAY,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.36,44.26,Yes
1413-JLNB,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,905.6,No
1414-KSAE,Female,0,No,No,30,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),33.58,1097.78,No
1415-LZNH,Female,1,No,No,1,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),74.24,63.62,No
1416-MGAK,Male,0,Yes,No,68,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.5,2758.89,No
1417-NNNN,Male,1,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,475.77,No
1418-OUAQ,Male,1,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),113.58,3491.31,No
1419-PBNT,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),111.88,1670.89,Yes
1420-QIAW,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,74.92,1845.15,No
1421-RPNZ,Female,1,Yes,No,10,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.52,667.03,No
1422-SWAC,Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),25.2,1668.32,No
1423-TDNF,Male,0,Yes,No,58,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,53.59,3316.74,No
1424-UKAI,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,74.14,Yes
1425-VRNL,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.46,58.35,Yes
1426-WYAO,Male,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,91.82,5059.8,No
1427-XFNR,Female,0,No,Yes,61,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,67.06,4418.25,No
1428-YMAU,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,75.69,267.65,Yes
1429-ZTNX,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),112.12,96.65,No
1430-AAAA,Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,117.15,5634.78,No
1431-BHND,Female,1,Yes,No,70,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,18.25,1101.78,No
1432-COAG,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,112.15,731.74,No
1433-DVNJ,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.25,2450.9,No
1434-ECAM,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.14,1050.05,No
1435-FJNP,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.27,4953.1,No
1436-GQAS,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,63.31,71.22,Yes
1437-HXNV,Female,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.38,4756.61,No
1438-IEAY,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.49,64.54,Yes
1439-JLNB,Female,1,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.26,185.21,No
1440-KSAE,Female,1,No,No,60,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),108.23,5755.09,No
1441-LZNH,Male,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,4221.84,Yes
